subject_nr,trial,condition,sentence,target_word,target_position,prop_pos1,prop_pos2,prop_pos3,prop_pos4,prop_subject,prop_target,target_advantage,fixation_entropy,no_object_gaze,total_window_ms,obj_gaze_ms,sentence_id,audio_id
6,39,non-restrictive,The woman will blow grab the candle,candle,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,210.0,66.52,26,26
6,44,non-restrictive,The boy will touch the lamp,lamp,2,1.0,0.0,0.0,0.0,0.0,0.0,-0.333333,0.0,False,273.0,266.16,27,27
6,36,non-restrictive,The cat will push the milk,milk,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,252.0,0.0,28,28
6,49,non-restrictive,The grandmother will eadturn the newspaper,newspaper,4,1.0,0.0,0.0,0.0,0.512874,0.0,-0.333333,0.0,False,273.0,120.14,29,29
6,47,non-restrictive,The girl will grab the dice,dice,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,273.0,273.0,30,30
6,11,non-restrictive,The woman will examine the bottle,bottle,2,0.0,0.0,0.0,1.0,0.0,0.0,-0.333333,0.0,False,231.0,224.17,31,31
6,32,non-restrictive,The woman will carry the beer,beer,3,0.0,0.0,0.0,1.0,0.0,0.0,-0.333333,0.0,False,294.0,287.65,32,32
6,28,non-restrictive,The boy will open the suitcase,suitcase,4,0.0,0.0,1.0,0.0,0.0,0.0,-0.333333,0.0,False,273.0,233.74,33,33
6,40,non-restrictive,The boy will move the radio,radio,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,273.0,157.07,34,34
6,29,non-restrictive,The girl will squeeze the mascara,mascara,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,168.0,0.0,35,35
6,38,non-restrictive,The kid will stack the lego,lego,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,273.0,54.55,36,36
6,18,non-restrictive,The boy will move the banana,banana,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,189.0,0.0,37,37
6,24,non-restrictive,The woman will carry the apron,apron,1,0.0,0.0,1.0,0.0,0.0,0.0,-0.333333,0.0,False,378.0,194.34,38,38
6,35,non-restrictive,The boy will move the shoelace,shoelace,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,231.0,0.0,39,39
6,2,non-restrictive,The girl will hold the blouse,blouse,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,189.0,0.0,40,40
6,1,non-restrictive,The boy will move the orange,orange,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,294.0,0.0,41,41
6,19,non-restrictive,The woman will wash the shirt,shirt,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,273.0,266.17,42,42
6,42,non-restrictive,The man will wipe the safe,safe,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,273.0,0.0,43,43
6,12,non-restrictive,The baker will inspect the dough,dough,3,0.0,0.0,0.497159,0.502841,0.0,0.497159,0.329545,0.999977,False,231.0,204.14,44,44
6,41,non-restrictive,The chef will carry the carrot,carrot,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,273.0,0.0,45,45
6,30,non-restrictive,The musician will move the violin,violin,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,231.0,0.0,46,46
6,15,non-restrictive,The girl will move the carpet,carpet,2,0.0,0.0,0.0,1.0,0.0,0.0,-0.333333,0.0,False,189.0,22.79,47,47
6,6,non-restrictive,The child will inlatecarry the balloon,balloon,3,0.623785,0.376215,0.0,0.0,0.0,0.0,-0.333333,0.955325,False,231.0,203.66,48,48
6,10,non-restrictive,The man will pick up the stamp,stamp,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,378.0,0.0,49,49
