subject_id,trial,sentence,condition,target_object,first_saccade_chosen_object,first_saccade_latency_s,chose_target
subject-21,27,The boy will dim the lamp,restrictive,lamp,elsewhere,0.059,False
subject-21,28,The woman will read the book,restrictive,book,elsewhere,0.3554,False
subject-21,29,The businessman will wear the hat,restrictive,hat,elsewhere,0.676,False
subject-21,30,The girl will lift the rabbit,non-restrictive,rabbit,elsewhere,0.0339,False
subject-21,31,The boy will feed the dog,non-restrictive,dog,elsewhere,0.2432,False
subject-21,32,The woman will blow grab the candle,non-restrictive,candle,elsewhere,0.0344,False
subject-21,33,The woman will carry the apron,non-restrictive,apron,elsewhere,0.1167,False
subject-21,34,The woman will wash the shirt,non-restrictive,shirt,ruler,0.0817,False
subject-21,35,The man will paint the canvas,restrictive,canvas,elsewhere,0.5013,False
subject-21,36,The girl will hang the coat,non-restrictive,coat,hook,0.5113,False
subject-21,37,The woman will open the bottle,restrictive,bottle,elsewhere,0.3515,False
subject-21,38,The doctor will inject the child,restrictive,child,elsewhere,0.171,False
subject-21,39,The man will chop the wood,restrictive,wood,elsewhere,0.0921,False
subject-21,40,The woman will dust the piano,non-restrictive,piano,elsewhere,0.6388,False
subject-21,41,The chef will grate the carrot,restrictive,carrot,elsewhere,0.0165,False
subject-21,42,The boy will move the radio,non-restrictive,radio,elsewhere,0.0097,False
subject-21,43,The baker will inspect the dough,non-restrictive,dough,elsewhere,0.1453,False
subject-21,44,The girl will vacuum the carpet,restrictive,carpet,elsewhere,0.3885,False
subject-21,45,The child will carry the balloon,non-restrictive,balloon,pouch,0.0161,False
subject-21,46,The hiker will climb the mountain,restrictive,mountain,elsewhere,0.2146,False
subject-21,47,The girl will apply the mascara,restrictive,mascara,elsewhere,0.1188,False
subject-21,48,The woman will carry the beer,non-restrictive,beer,elsewhere,0.1045,False
subject-21,49,The man will watch the boat,non-restrictive,boat,elsewhere,0.0454,False
subject-7,0,The woman will  carry the dress,non-restrictive,dress,subject,0.0232,False
subject-7,1,The man will chop the wood,restrictive,wood,elsewhere,0.152,False
subject-7,2,The baker will inspect the dough,non-restrictive,dough,subject,0.0512,False
subject-7,3,The man will lock the safe,restrictive,safe,elsewhere,0.0853,False
subject-7,4,The musician will move the violin,non-restrictive,violin,subject,0.0388,False
subject-7,5,The chef will slice the bread,restrictive,bread,elsewhere,0.1112,False
subject-7,6,The man will smoke the cigarettes,restrictive,cigarettes,subject,0.1515,False
subject-7,7,The boy will touch the football,non-restrictive,football,elsewhere,0.0527,False
subject-7,8,The grandmother will read the newspaper,restrictive,newspaper,subject,0.1128,False
subject-7,9,The girl will hold the blouse,non-restrictive,blouse,elsewhere,0.2692,False
subject-7,10,The girl will hang the coat,non-restrictive,coat,elsewhere,0.0227,False
subject-7,11,The girl will vacuum the carpet,restrictive,carpet,elsewhere,0.0002,False
subject-7,12,The woman will bathe the baby,restrictive,baby,elsewhere,0.0272,False
subject-7,13,The woman will read the book,restrictive,book,subject,0.007,False
subject-7,14,The boy will move the radio,non-restrictive,radio,subject,0.05,False
subject-7,15,The man will watch the boat,non-restrictive,boat,elsewhere,0.3666,False
subject-7,16,The woman will drink the wine,restrictive,wine,elsewhere,0.0424,False
subject-7,17,The boy will squeeze the orange,restrictive,orange,subject,0.1112,False
subject-7,18,The woman will wash the shirt,non-restrictive,shirt,elsewhere,0.0482,False
subject-7,19,The girl will apply the mascara,restrictive,mascara,elsewhere,0.0449,False
subject-7,20,The boy will peel the banana,restrictive,banana,elsewhere,0.0067,False
subject-7,21,The girl will lift the rabbit,non-restrictive,rabbit,subject,0.121,False
subject-7,22,The baby will ring the bell,restrictive,bell,subject,0.0919,False
subject-7,23,The cat will push the milk,non-restrictive,milk,subject,0.1943,False
subject-7,24,The chef will grate the carrot,restrictive,carrot,subject,0.191,False
subject-7,25,The woman will open the bottle,restrictive,bottle,elsewhere,0.0569,False
subject-7,26,The policeman will search the man,non-restrictive,man,elsewhere,0.0192,False
subject-7,27,The woman will water the flower,restrictive,flower,subject,0.0179,False
subject-7,28,The woman will carry the apron,non-restrictive,apron,elsewhere,0.1104,False
subject-7,29,The child will carry the balloon,non-restrictive,balloon,subject,0.0632,False
subject-7,30,The hiker will climb the mountain,restrictive,mountain,subject,0.0606,False
subject-7,31,The boy will feed the dog,non-restrictive,dog,subject,0.0284,False
subject-7,32,The boy will dim the lamp,restrictive,lamp,elsewhere,0.0796,False
subject-7,33,The boy will tie the shoelace,restrictive,shoelace,elsewhere,0.0287,False
subject-7,34,The woman will blow grab the candle,non-restrictive,candle,subject,0.0146,False
subject-7,35,The woman will carry the beer,non-restrictive,beer,subject,0.1311,False
subject-7,36,The girl will grab the dice,non-restrictive,dice,elsewhere,0.003,False
subject-7,37,The doctor will inject the child,restrictive,child,elsewhere,0.0505,False
subject-7,38,The man will paint the canvas,restrictive,canvas,subject,0.2268,False
subject-7,39,The housewife will  wash the mushrooms,non-restrictive,mushrooms,mushrooms,0.4088,True
subject-7,40,The kid will stack the lego,non-restrictive,lego,subject,0.1706,False
subject-7,41,The man will wipe the washing machine,non-restrictive,washing-machine,wastebin,0.0634,False
subject-7,42,The baby will grab the kitten,non-restrictive,kitten,subject,0.2072,False
subject-7,43,The businessman will wear the hat,restrictive,hat,elsewhere,0.0533,False
subject-7,44,The boy will move the cake,non-restrictive,cake,subject,0.0993,False
subject-7,45,The woman will dust the piano,non-restrictive,piano,subject,0.0089,False
subject-7,46,The boy will unzip the suitcase,restrictive,suitcase,suitcase,0.0836,True
subject-7,47,The boy will throw the ball,non-restrictive,ball,elsewhere,0.0509,False
subject-7,48,The man will lick the stamp,restrictive,stamp,stamp,0.3265,True
subject-7,49,The girl will knit the scarf,restrictive,scarf,elsewhere,0.004,False
subject-8,0,The baby will kick the bell,non-restrictive,bell,subject,0.0684,False
subject-8,1,The woman will touch the baby,non-restrictive,baby,stool,0.2108,False
subject-8,2,The man will sail the boat,restrictive,boat,elsewhere,0.1842,False
subject-8,3,The kid will build the lego,restrictive,lego,subject,0.0937,False
subject-8,4,The baker will knead the dough,restrictive,dough,elsewhere,0.8879,False
subject-8,5,The woman will wear the dress,restrictive,dress,elsewhere,0.0155,False
subject-8,6,The boy will kick the football,restrictive,football,elsewhere,0.3263,False
subject-8,7,The grandmother will eadturn the newspaper,non-restrictive,newspaper,elsewhere,0.0139,False
subject-8,8,The boy will open the suitcase,non-restrictive,suitcase,elsewhere,0.4442,False
subject-8,9,The girl will button the blouse,restrictive,blouse,elsewhere,0.229,False
subject-8,10,The girl will roll the dice,restrictive,dice,elsewhere,0.1745,False
subject-8,11,The boy will walk the dog,restrictive,dog,subject,0.9525,False
subject-8,12,The musician will tune the violin,restrictive,violin,subject,1.3756,False
subject-8,13,The man will move the canvas,non-restrictive,canvas,subject,0.0103,False
subject-8,14,The cat will drink the milk,restrictive,milk,subject,0.1705,False
subject-8,15,The woman will open the book,non-restrictive,book,,,False
subject-8,16,The woman will sew the shirt,restrictive,shirt,chalk,0.7917,False
subject-8,17,The policeman will arrest the man,restrictive,man,elsewhere,0.4213,False
subject-8,18,The girl will squeeze the mascara,non-restrictive,mascara,subject,0.0561,False
subject-8,19,The girl will move the carpet,non-restrictive,carpet,elsewhere,0.2734,False
subject-8,20,The woman will examine the bottle,non-restrictive,bottle,elsewhere,0.1802,False
subject-8,21,The man will  move the wood,non-restrictive,wood,elsewhere,1.0147,False
subject-8,22,The doctor will check the child,non-restrictive,child,microscope,0.0619,False
subject-8,23,The baby will hug the kitten,restrictive,kitten,cup,0.0141,False
subject-8,24,The boy will touch the lamp,non-restrictive,lamp,elsewhere,0.129,False
subject-8,25,The man will wipe the safe,non-restrictive,safe,elsewhere,0.6412,False
subject-8,26,The chef will clean the bread,non-restrictive,bread,elsewhere,1.1913,False
subject-8,27,The girl will hold the scarf,non-restrictive,scarf,elsewhere,0.1427,False
subject-8,28,The woman will tie the apron,restrictive,apron,elsewhere,0.4459,False
subject-8,29,The man will repair the washing machine,restrictive,washing-machine,subject,0.9724,False
subject-8,30,The woman will move the flower,non-restrictive,flower,elsewhere,0.1898,False
subject-8,31,The man will  collect the cigarettes,non-restrictive,cigarettes,filofax,0.2326,False
subject-8,32,The woman will brew the beer,restrictive,beer,elsewhere,0.022,False
subject-8,34,The girl will zip the coat,restrictive,coat,coat,0.1614,True
subject-8,35,The chef will carry the carrot,non-restrictive,carrot,subject,0.0116,False
subject-8,36,The woman will play the piano,restrictive,piano,elsewhere,0.6328,False
subject-8,37,The woman will blow out the candle,restrictive,candle,elsewhere,0.2957,False
subject-8,38,The child will inflate the balloon,restrictive,balloon,elsewhere,0.1424,False
subject-8,39,The boy will move the banana,non-restrictive,banana,elsewhere,0.6687,False
subject-8,40,The man will pick up the stamp,non-restrictive,stamp,elsewhere,0.2466,False
subject-8,41,The businessman will  forget the hat,non-restrictive,hat,wallet,0.039,False
subject-8,42,The boy will move the shoelace,non-restrictive,shoelace,mat,0.1135,False
subject-8,43,The woman will try the wine,non-restrictive,wine,elsewhere,0.0156,False
subject-8,44,The boy will move the orange,non-restrictive,orange,subject,0.0602,False
subject-8,45,The boy will eat the cake,restrictive,cake,subject,0.5739,False
subject-8,46,The hiker will photograph the mountain,non-restrictive,mountain,elsewhere,0.0208,False
subject-8,47,The housewife will fry the mushrooms,restrictive,mushrooms,elsewhere,0.0317,False
subject-8,48,The girl will groom the rabbit,restrictive,rabbit,subject,0.3237,False
subject-8,49,The boy will bounce the ball,restrictive,ball,elsewhere,0.7834,False
