subject_id,trial,sentence_id,condition,sentence,target_position,n_saccades_detected,n_saccades_after_verb_onset,first_saccade_latency_s,first_saccade_duration_s,first_saccade_peak_vel_deg_s,first_saccade_landing_aoi,first_saccade_is_target,first_saccade_is_object,rawsample_prop_pos1,saccade_prop_pos1,rawsample_prop_pos2,saccade_prop_pos2,rawsample_prop_pos3,saccade_prop_pos3,rawsample_prop_pos4,saccade_prop_pos4,prop_target_critical_window,saccade_prop_target,no_object_gaze_critical_window,n_saccades_landed_critical_window,target_object,first_saccade_chosen_object
subject-1,11,43,restrictive,The man will lock the safe,4,12,4,0.648,0.0335,208.5,elsewhere,False,False,,,,,,,,,,,True,0,safe,elsewhere
subject-1,12,8,non-restrictive,The woman will dust the piano,1,11,6,0.1495,0.0537,404.8,pos1,True,True,1.0,,0.0,,0.0,,0.0,,1.0,,False,1,piano,piano
subject-1,13,30,non-restrictive,The girl will grab the dice,3,9,3,0.6661,0.0132,162.3,subject,False,False,,,,,,,,,,,True,0,dice,subject
subject-1,14,36,non-restrictive,The kid will stack the lego,1,11,2,1.3092,0.0403,414.8,pos3,False,True,,,,,,,,,,,True,0,lego,boxes
subject-1,15,20,non-restrictive,The baby will grab the kitten,1,13,3,0.6155,0.0469,365.3,pos1,True,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1,kitten,kitten
subject-1,16,5,restrictive,The hiker will climb the mountain,2,13,3,0.0738,0.0671,413.8,elsewhere,False,False,,,,,,,,,,,True,0,mountain,elsewhere
subject-1,17,1,restrictive,The woman will drink the wine,2,9,2,0.1763,0.0737,326.7,pos1,False,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,wine,lipstick
subject-1,18,32,non-restrictive,The woman will carry the beer,1,12,5,0.2249,0.0268,317.9,elsewhere,False,False,,,,,,,,,,,True,1,beer,elsewhere
subject-1,19,3,restrictive,The woman will bathe the baby,4,11,3,0.5426,0.0474,380.4,elsewhere,False,False,0.0,,0.0,,0.0,,1.0,,1.0,,False,1,baby,elsewhere
subject-1,20,2,non-restrictive,The policeman will search the man,3,8,0,,,,,,,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,man,
subject-1,21,46,non-restrictive,The musician will move the violin,3,13,3,0.8823,0.0403,349.8,pos4,False,True,,,,,,,,,,,True,0,violin,bow
subject-1,22,16,non-restrictive,The woman will  carry the dress,1,15,4,0.117,0.0535,296.2,pos4,False,True,0.0,,0.0,,0.0,,1.0,,0.0,,False,1,dress,ribbon
subject-1,23,18,non-restrictive,The boy will touch the football,3,11,1,0.2069,0.0535,446.3,pos3,True,True,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,football,football
subject-1,24,27,restrictive,The boy will dim the lamp,4,8,5,0.1266,0.0403,304.7,elsewhere,False,False,,,,,,,,,,,True,0,lamp,elsewhere
subject-1,25,13,restrictive,The man will smoke the cigarettes,2,14,2,0.4329,0.0464,358.9,pos2,True,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1,cigarettes,cigarettes
subject-1,26,24,non-restrictive,The girl will lift the rabbit,1,13,3,0.2349,0.0535,410.5,pos1,True,True,1.0,,0.0,,0.0,,0.0,,1.0,,False,0,rabbit,rabbit
subject-1,27,42,non-restrictive,The woman will wash the shirt,3,11,5,0.0816,0.0198,428.2,elsewhere,False,False,0.6393,,0.0,,0.2009,,0.1598,,0.2009,,False,2,shirt,elsewhere
subject-1,28,12,non-restrictive,The man will watch the boat,1,11,4,0.5543,0.0669,286.9,pos3,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,boat,sun
subject-1,29,48,non-restrictive,The child will carry the balloon,1,9,2,1.3352,0.04,306.9,pos4,False,True,,,,,,,,,,,True,0,balloon,pouch
subject-1,30,49,restrictive,The man will lick the stamp,2,12,2,0.0655,0.0535,306.7,subject,False,False,,,,,,,,,,,True,0,stamp,subject
subject-1,31,10,non-restrictive,The man will wipe the washing machine,3,13,4,0.8604,0.0537,344.5,subject,False,False,0.9779,0.0,0.0,0.0,0.0,0.0,0.0221,1.0,0.0,0.0,False,2,washing-machine,subject
subject-1,32,9,restrictive,The woman will read the book,2,10,3,0.543,0.0464,311.2,elsewhere,False,False,,,,,,,,,,,True,0,book,elsewhere
subject-1,33,37,restrictive,The boy will peel the banana,2,15,5,0.6227,0.0271,124.7,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,banana,elsewhere
subject-1,34,31,restrictive,The woman will open the bottle,4,15,3,0.4449,0.0139,321.5,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,bottle,seed
subject-1,35,28,non-restrictive,The cat will push the milk,1,14,4,0.315,0.04,347.2,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,milk,elsewhere
subject-1,36,33,restrictive,The boy will unzip the suitcase,2,11,3,0.284,0.0337,320.7,subject,False,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,suitcase,subject
subject-1,37,25,restrictive,The man will paint the canvas,2,17,6,0.3338,0.0464,227.8,pos4,False,True,0.0,0.0,0.0,0.0,0.3341,0.0,0.6659,1.0,0.0,0.0,False,1,canvas,peach
subject-1,38,17,restrictive,The man will chop the wood,2,13,3,0.8155,0.0334,311.5,pos3,False,True,,,,,,,,,,,True,0,wood,bucket
subject-1,39,14,non-restrictive,The boy will feed the dog,3,14,7,0.0755,0.0469,426.2,pos1,False,True,0.8544,,0.1456,,0.0,,0.0,,0.0,,False,1,dog,ball
subject-1,40,35,restrictive,The girl will apply the mascara,4,17,7,0.0919,0.0269,418.4,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,mascara,elsewhere
subject-1,41,44,non-restrictive,The baker will inspect the dough,1,10,3,0.1651,0.0537,409.5,pos1,True,True,1.0,,0.0,,0.0,,0.0,,1.0,,False,0,dough,dough
subject-1,42,11,restrictive,The baby will ring the bell,4,13,2,0.4471,0.0403,303.2,subject,False,False,,,,,,,,,,,True,0,bell,subject
subject-1,43,34,non-restrictive,The boy will move the radio,3,13,4,0.2381,0.0403,530.6,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,1.0,,False,1,radio,elsewhere
subject-1,44,47,restrictive,The girl will vacuum the carpet,4,7,3,0.1812,0.0737,358.1,pos2,False,True,0.2095,,0.7905,,0.0,,0.0,,0.0,,False,0,carpet,roller
subject-1,45,45,restrictive,The chef will grate the carrot,2,14,5,0.6527,0.0334,267.9,pos2,True,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,carrot,carrot
subject-1,46,26,non-restrictive,The woman will blow grab the candle,3,12,4,0.336,0.0205,269.6,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,candle,elsewhere
subject-1,47,41,restrictive,The boy will squeeze the orange,2,9,5,0.8619,0.0335,285.3,pos3,False,True,0.0,,1.0,,0.0,,0.0,,1.0,,False,0,orange,stone
subject-1,48,0,non-restrictive,The boy will move the cake,1,14,4,0.006,0.0203,198.7,elsewhere,False,False,,,,,,,,,,,True,0,cake,elsewhere
subject-1,49,40,non-restrictive,The girl will hold the blouse,1,11,6,0.0682,0.0403,538.5,pos4,False,True,0.0,0.0,0.0,0.0,0.8182,1.0,0.1818,0.0,0.0,0.0,False,1,blouse,iron
subject-10,0,37,non-restrictive,The boy will move the banana,3,13,1,1.3724,0.067,350.8,elsewhere,False,False,,,,,,,,,,,True,0,banana,elsewhere
subject-10,2,45,non-restrictive,The chef will carry the carrot,3,13,1,0.4671,0.0399,637.2,pos3,True,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,1,carrot,carrot
subject-10,3,47,non-restrictive,The girl will move the carpet,1,8,1,0.7819,0.047,452.9,elsewhere,False,False,,,,,,,,,,,True,0,carpet,elsewhere
subject-10,4,12,restrictive,The man will sail the boat,2,6,4,0.4583,0.0467,267.2,elsewhere,False,False,,,,,,,,,,,True,1,boat,elsewhere
subject-10,5,5,non-restrictive,The hiker will photograph the mountain,3,7,3,1.4545,0.047,345.7,pos2,False,True,,,,,,,,,,,True,0,mountain,moon
subject-10,6,39,non-restrictive,The boy will move the shoelace,1,7,5,0.2544,0.0335,244.8,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,shoelace,mat
subject-10,7,20,restrictive,The baby will hug the kitten,2,3,1,1.1528,0.0335,405.6,pos2,True,True,,,,,,,,,,,True,0,kitten,kitten
subject-10,8,24,restrictive,The girl will groom the rabbit,2,3,1,0.9603,0.0535,412.4,pos2,True,True,,,,,,,,,,,True,0,rabbit,rabbit
subject-10,9,1,non-restrictive,The woman will try the wine,3,6,2,0.9797,0.0468,676.8,pos4,False,True,,,,,,,,,,,True,0,wine,cheese
subject-10,10,43,non-restrictive,The man will wipe the safe,1,7,4,0.7213,0.0473,245.9,pos4,False,True,,,,,,,,,,,True,0,safe,handle
subject-10,11,26,restrictive,The woman will blow out the candle,4,3,1,0.9327,0.0466,325.2,elsewhere,False,False,,,,,,,,,,,True,0,candle,elsewhere
subject-10,12,8,restrictive,The woman will play the piano,2,6,2,0.6527,0.0268,239.3,subject,False,False,,,,,,,,,,,True,0,piano,subject
subject-10,13,32,restrictive,The woman will brew the beer,2,8,4,0.3906,0.0201,191.0,subject,False,False,,,,,,,,,,,True,1,beer,subject
subject-10,14,16,restrictive,The woman will wear the dress,2,9,0,,,,,,,,,,,,,,,,,True,0,dress,
subject-10,15,48,restrictive,The child will inflate the balloon,2,8,2,0.7317,0.0198,200.8,subject,False,False,,,,,,,,,,,True,0,balloon,subject
subject-10,16,9,non-restrictive,The woman will open the book,3,0,0,,,,,,,,,,,,,,,,,True,0,book,
subject-10,17,44,restrictive,The baker will knead the dough,2,6,1,0.5996,0.0469,380.9,pos2,True,True,,,,,,,,,,,True,0,dough,dough
subject-10,18,18,restrictive,The boy will kick the football,4,10,3,0.8158,0.0334,270.7,pos4,True,True,,,,,,,,,,,True,0,football,football
subject-10,19,46,restrictive,The musician will tune the violin,4,8,2,0.7867,0.0401,329.9,elsewhere,False,False,,,,,,,,,,,True,0,violin,elsewhere
subject-10,20,22,restrictive,The girl will zip the coat,4,7,2,0.4358,0.0267,196.0,subject,False,False,,,,,,,,,,,True,1,coat,subject
subject-10,21,10,restrictive,The man will repair the washing machine,4,8,2,1.066,0.0406,346.1,pos3,False,True,0.0,0.0,0.0,0.0,0.6998,1.0,0.3002,0.0,0.3002,0.0,False,2,washing-machine,wastebin
subject-10,22,49,non-restrictive,The man will pick up the stamp,3,7,3,0.8971,0.0334,211.5,pos4,False,True,,,,,,,,,,,True,0,stamp,envelope
subject-10,23,40,restrictive,The girl will button the blouse,2,4,2,1.1533,0.0335,238.2,pos1,False,True,,,,,,,,,,,True,0,blouse,iron
subject-10,24,31,non-restrictive,The woman will examine the bottle,1,6,3,1.3726,0.0335,307.3,pos4,False,True,,,,,,,,,,,True,0,bottle,seed
subject-10,25,23,non-restrictive,The girl will hold the scarf,1,2,1,0.967,0.0536,275.7,pos1,True,True,,,,,,,,,,,True,0,scarf,scarf
subject-10,26,41,non-restrictive,The boy will move the orange,3,2,2,0.9376,0.04,237.8,pos4,False,True,,,,,,,,,,,True,0,orange,stone
subject-10,27,36,restrictive,The kid will build the lego,2,1,1,0.8836,0.0334,279.9,pos2,True,True,,,,,,,,,,,True,0,lego,lego
subject-10,28,27,non-restrictive,The boy will touch the lamp,1,9,2,0.8256,0.0401,314.8,elsewhere,False,False,,,,,,,,,,,True,0,lamp,elsewhere
subject-10,29,6,restrictive,The housewife will fry the mushrooms,4,5,2,0.9159,0.0403,395.3,pos2,False,True,,,,,,,,,,,True,0,mushrooms,weighing-scales
subject-10,30,4,restrictive,The boy will bounce the ball,2,8,2,1.2727,0.0469,409.7,pos1,False,True,,,,,,,,,,,True,0,ball,shuttle-cock
subject-10,31,19,non-restrictive,The chef will clean the bread,1,11,1,0.9503,0.0469,527.9,elsewhere,False,False,,,,,,,,,,,True,0,bread,elsewhere
subject-10,32,0,restrictive,The boy will eat the cake,2,4,1,0.6613,0.0336,400.7,elsewhere,False,False,,,,,,,,,,,True,0,cake,elsewhere
subject-10,33,38,restrictive,The woman will tie the apron,4,4,1,1.0557,0.0535,303.1,elsewhere,False,False,,,,,,,,,,,True,0,apron,elsewhere
subject-10,34,14,restrictive,The boy will walk the dog,4,2,1,0.7645,0.0536,285.5,pos4,True,True,,,,,,,,,,,True,0,dog,dog
subject-10,35,29,non-restrictive,The grandmother will eadturn the newspaper,3,1,1,1.2664,0.06,335.8,pos3,True,True,,,,,,,,,,,True,0,newspaper,newspaper
subject-10,36,42,restrictive,The woman will sew the shirt,4,8,1,1.0332,0.0601,414.8,elsewhere,False,False,,,,,,,,,,,True,0,shirt,elsewhere
subject-10,37,28,restrictive,The cat will drink the milk,2,8,1,0.7664,0.0338,410.2,elsewhere,False,False,,,,,,,,,,,True,0,milk,elsewhere
subject-10,38,3,non-restrictive,The woman will touch the baby,1,8,3,0.4987,0.0135,137.0,elsewhere,False,False,,,,,,,,,,,True,1,baby,elsewhere
subject-10,39,25,non-restrictive,The man will move the canvas,3,7,4,0.5258,0.0131,176.3,subject,False,False,,,,,,,,,,,True,0,canvas,subject
subject-10,40,17,non-restrictive,The man will  move the wood,3,3,2,0.8873,0.0336,408.7,subject,False,False,,,,,,,,,,,True,0,wood,subject
subject-10,41,13,non-restrictive,The man will  collect the cigarettes,3,8,2,1.0229,0.0337,354.0,elsewhere,False,False,,,,,,,,,,,True,0,cigarettes,elsewhere
subject-10,42,7,non-restrictive,The doctor will check the child,1,6,1,0.9728,0.0535,377.4,elsewhere,False,False,,,,,,,,,,,True,0,child,elsewhere
subject-10,43,33,non-restrictive,The boy will open the suitcase,3,2,2,1.0535,0.0406,318.0,subject,False,False,,,,,,,,,,,True,0,suitcase,subject
subject-10,44,21,non-restrictive,The woman will move the flower,3,7,2,0.2234,0.02,204.7,subject,False,False,,,,,,,,,,,True,0,flower,subject
subject-10,45,15,non-restrictive,The businessman will  forget the hat,1,4,3,1.1379,0.0335,187.3,subject,False,False,,,,,,,,,,,True,0,hat,subject
subject-10,46,11,non-restrictive,The baby will kick the bell,1,2,2,0.9996,0.0535,371.7,pos2,False,True,,,,,,,,,,,True,0,bell,drum
subject-10,47,2,restrictive,The policeman will arrest the man,4,3,1,0.8569,0.0466,282.2,elsewhere,False,False,,,,,,,,,,,True,0,man,elsewhere
subject-10,48,30,restrictive,The girl will roll the dice,4,2,1,0.7977,0.0536,379.5,pos4,True,True,,,,,,,,,,,True,0,dice,dice
subject-10,49,35,non-restrictive,The girl will squeeze the mascara,1,7,6,0.6183,0.0336,169.4,elsewhere,False,False,,,,,,,,,,,True,1,mascara,elsewhere
subject-11,0,10,non-restrictive,The man will wipe the washing machine,4,12,2,0.9748,0.0402,305.2,elsewhere,False,False,0.0,0.0,0.0,0.0,0.8294,0.0,0.1706,1.0,0.1706,1.0,False,2,washing-machine,elsewhere
subject-11,1,32,non-restrictive,The woman will carry the beer,2,16,4,0.2582,0.0536,350.7,pos1,False,True,0.7966,,0.2034,,0.0,,0.0,,0.2034,,False,1,beer,kettle
subject-11,2,14,non-restrictive,The boy will feed the dog,4,5,2,0.7188,0.0134,264.2,elsewhere,False,False,,,,,,,,,,,True,0,dog,elsewhere
subject-11,3,43,restrictive,The man will lock the safe,1,11,4,0.3599,0.0333,307.7,elsewhere,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,2,safe,elsewhere
subject-11,4,19,restrictive,The chef will slice the bread,1,8,2,0.8478,0.0403,278.2,pos1,True,True,,,,,,,,,,,True,0,bread,bread
subject-11,5,30,non-restrictive,The girl will grab the dice,4,4,1,0.9609,0.0402,295.2,elsewhere,False,False,,,,,,,,,,,True,0,dice,elsewhere
subject-11,6,1,restrictive,The woman will drink the wine,3,6,1,0.9199,0.0468,319.1,pos3,True,True,,,,,,,,,,,True,0,wine,wine
subject-11,7,22,non-restrictive,The girl will hang the coat,4,12,1,1.429,0.0199,261.6,elsewhere,False,False,,,,,,,,,,,True,0,coat,elsewhere
subject-11,8,5,restrictive,The hiker will climb the mountain,3,11,2,0.4358,0.0469,428.5,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,1.0,,False,1,mountain,elsewhere
subject-11,9,29,restrictive,The grandmother will read the newspaper,3,10,3,0.3605,0.0468,236.3,pos1,False,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,newspaper,eraser
subject-11,10,37,restrictive,The boy will peel the banana,3,7,2,0.7369,0.0335,293.2,pos3,True,True,,,,,,,,,,,True,0,banana,banana
subject-11,11,23,restrictive,The girl will knit the scarf,1,11,3,0.1848,0.0539,235.6,elsewhere,False,False,,,,,,,,,,,True,1,scarf,elsewhere
subject-11,12,41,restrictive,The boy will squeeze the orange,3,6,1,0.781,0.0406,243.6,elsewhere,False,False,,,,,,,,,,,True,0,orange,elsewhere
subject-11,13,2,non-restrictive,The policeman will search the man,4,13,3,0.0129,0.0269,297.1,pos1,False,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,man,car
subject-11,14,40,non-restrictive,The girl will hold the blouse,2,14,5,0.095,0.0402,253.0,subject,False,False,,,,,,,,,,,True,1,blouse,subject
subject-11,15,16,non-restrictive,The woman will  carry the dress,2,8,4,0.2979,0.0401,441.2,pos3,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,dress,lantern
subject-11,16,9,restrictive,The woman will read the book,3,10,2,0.0136,0.0536,322.4,pos2,False,True,0.0,0.0,0.7027,0.0,0.2973,1.0,0.0,0.0,0.2973,1.0,False,1,book,bag
subject-11,17,3,restrictive,The woman will bathe the baby,1,6,1,0.9382,0.053,300.3,pos1,True,True,,,,,,,,,,,True,0,baby,baby
subject-11,18,6,non-restrictive,The housewife will  wash the mushrooms,4,11,4,0.536,0.0334,359.9,subject,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,mushrooms,subject
subject-11,19,21,restrictive,The woman will water the flower,3,11,4,0.4934,0.0469,377.4,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,1.0,,False,1,flower,elsewhere
subject-11,20,27,restrictive,The boy will dim the lamp,1,8,4,0.0662,0.0268,290.2,elsewhere,False,False,0.0,0.0,0.7313,1.0,0.2687,0.0,0.0,0.0,0.0,0.0,False,1,lamp,elsewhere
subject-11,21,26,non-restrictive,The woman will blow grab the candle,4,12,4,0.2552,0.0274,291.0,subject,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,candle,subject
subject-11,22,44,non-restrictive,The baker will inspect the dough,2,5,1,1.3973,0.0337,257.9,elsewhere,False,False,,,,,,,,,,,True,0,dough,elsewhere
subject-11,23,24,non-restrictive,The girl will lift the rabbit,2,6,3,0.007,0.0403,376.9,pos4,False,True,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,rabbit,potato
subject-11,24,20,non-restrictive,The baby will grab the kitten,2,11,2,1.4264,0.06,293.1,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,kitten,elsewhere
subject-11,25,17,restrictive,The man will chop the wood,3,11,1,0.8019,0.0671,321.4,elsewhere,False,False,,,,,,,,,,,True,0,wood,elsewhere
subject-11,26,8,non-restrictive,The woman will dust the piano,2,9,3,0.2769,0.0266,229.7,pos2,True,True,0.0,,1.0,,0.0,,0.0,,1.0,,False,0,piano,piano
subject-11,27,42,non-restrictive,The woman will wash the shirt,4,11,4,0.7448,0.0267,168.0,pos2,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,shirt,chalk
subject-11,28,18,non-restrictive,The boy will touch the football,4,13,5,0.7492,0.0134,221.3,subject,False,False,,,,,,,,,,,True,0,football,subject
subject-11,29,4,non-restrictive,The boy will throw the ball,2,6,2,1.082,0.0205,311.5,subject,False,False,,,,,,,,,,,True,0,ball,subject
subject-11,30,7,restrictive,The doctor will inject the child,1,10,1,1.0082,0.0469,220.0,elsewhere,False,False,,,,,,,,,,,True,0,child,elsewhere
subject-11,31,46,non-restrictive,The musician will move the violin,4,9,2,1.0235,0.0268,294.4,pos3,False,True,,,,,,,,,,,True,0,violin,stand
subject-11,32,48,non-restrictive,The child will carry the balloon,2,4,2,0.0896,0.0469,222.5,pos3,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,balloon,pump
subject-11,33,36,non-restrictive,The kid will stack the lego,2,8,3,1.0212,0.0335,373.2,pos4,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,lego,boxes
subject-11,34,31,restrictive,The woman will open the bottle,1,8,1,1.2273,0.0402,308.3,pos1,True,True,,,,,,,,,,,True,0,bottle,bottle
subject-11,35,15,restrictive,The businessman will wear the hat,1,9,3,0.837,0.0199,348.1,pos3,False,True,,,,,,,,,,,True,0,hat,magnifying-glass
subject-11,36,0,non-restrictive,The boy will move the cake,2,11,1,1.0775,0.0331,291.4,elsewhere,False,False,,,,,,,,,,,True,0,cake,elsewhere
subject-11,37,11,restrictive,The baby will ring the bell,1,9,0,,,,,,,1.0,,0.0,,0.0,,0.0,,1.0,,False,0,bell,
subject-11,38,35,restrictive,The girl will apply the mascara,1,9,2,1.0566,0.067,309.8,pos1,True,True,,,,,,,,,,,True,0,mascara,mascara
subject-11,39,33,restrictive,The boy will unzip the suitcase,3,10,2,0.7532,0.0469,296.2,pos3,True,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,1,suitcase,suitcase
subject-11,40,39,restrictive,The boy will tie the shoelace,1,9,1,0.7319,0.0402,250.0,pos1,True,True,,,,,,,,,,,True,0,shoelace,shoelace
subject-11,41,38,non-restrictive,The woman will carry the apron,4,6,1,1.1018,0.0334,379.2,elsewhere,False,False,,,,,,,,,,,True,0,apron,elsewhere
subject-11,42,34,non-restrictive,The boy will move the radio,4,4,0,,,,,,,0.0,,0.0,,0.0,,1.0,,1.0,,False,0,radio,
subject-11,43,12,non-restrictive,The man will watch the boat,2,8,4,0.5139,0.0202,230.5,subject,False,False,,,,,,,,,,,True,1,boat,subject
subject-11,44,45,restrictive,The chef will grate the carrot,3,6,1,0.7199,0.0602,288.2,pos3,True,True,,,,,,,,,,,True,0,carrot,carrot
subject-11,45,49,restrictive,The man will lick the stamp,3,12,4,0.2993,0.0272,168.5,pos1,False,True,0.6106,1.0,0.3894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,stamp,rubberband
subject-11,46,25,restrictive,The man will paint the canvas,3,7,3,0.6084,0.0467,366.0,pos3,True,True,,,,,,,,,,,True,0,canvas,canvas
subject-11,47,47,restrictive,The girl will vacuum the carpet,1,15,4,0.4022,0.02,273.6,subject,False,False,,,,,,,,,,,True,1,carpet,subject
subject-11,48,13,restrictive,The man will smoke the cigarettes,3,14,2,0.9082,0.0333,156.2,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,cigarettes,elsewhere
subject-11,49,28,non-restrictive,The cat will push the milk,2,9,1,1.0047,0.0469,317.1,pos2,True,True,,,,,,,,,,,True,0,milk,milk
subject-12,0,3,non-restrictive,The woman will touch the baby,2,10,1,1.035,0.06,361.1,pos2,True,True,,,,,,,,,,,True,0,baby,baby
subject-12,1,31,non-restrictive,The woman will examine the bottle,2,5,4,0.3812,0.0201,102.5,elsewhere,False,False,,,,,,,,,,,True,0,bottle,elsewhere
subject-12,2,22,restrictive,The girl will zip the coat,1,8,4,0.7302,0.0269,250.4,subject,False,False,,,,,,,,,,,True,0,coat,subject
subject-12,3,23,non-restrictive,The girl will hold the scarf,2,9,2,1.1945,0.047,330.7,pos1,False,True,,,,,,,,,,,True,0,scarf,card
subject-12,4,27,non-restrictive,The boy will touch the lamp,2,9,2,0.6715,0.0135,95.1,elsewhere,False,False,,,,,,,,,,,True,0,lamp,elsewhere
subject-12,5,28,restrictive,The cat will drink the milk,3,7,1,0.7732,0.0538,380.9,pos3,True,True,,,,,,,,,,,True,0,milk,milk
subject-12,6,46,restrictive,The musician will tune the violin,1,11,2,0.311,0.0136,135.0,elsewhere,False,False,,,,,,,,,,,True,1,violin,elsewhere
subject-12,7,7,non-restrictive,The doctor will check the child,2,12,1,0.9258,0.04,438.8,pos2,True,True,,,,,,,,,,,True,0,child,child
subject-12,8,44,restrictive,The baker will knead the dough,3,14,2,0.0837,0.0203,176.3,elsewhere,False,False,,,,,,,,,,,True,0,dough,elsewhere
subject-12,9,18,restrictive,The boy will kick the football,1,7,3,0.6743,0.0334,217.1,pos3,False,True,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,football,feather
subject-12,10,24,restrictive,The girl will groom the rabbit,3,6,1,0.9066,0.0469,232.1,pos3,True,True,,,,,,,,,,,True,0,rabbit,rabbit
subject-12,11,36,restrictive,The kid will build the lego,3,6,2,0.6024,0.0198,175.0,subject,False,False,,,,,,,,,,,True,0,lego,subject
subject-12,12,40,restrictive,The girl will button the blouse,3,5,1,0.8319,0.0402,365.3,pos3,True,True,,,,,,,,,,,True,0,blouse,blouse
subject-12,13,21,non-restrictive,The woman will move the flower,4,8,3,0.0289,0.0135,178.5,elsewhere,False,False,,,,,,,,,,,True,0,flower,elsewhere
subject-12,14,37,non-restrictive,The boy will move the banana,4,8,3,0.3877,0.0201,124.8,subject,False,False,,,,,,,,,,,True,1,banana,subject
