subject_id,trial,sentence_id,condition,sentence,target_position,n_saccades_detected,n_saccades_after_verb_onset,first_saccade_latency_s,first_saccade_duration_s,first_saccade_peak_vel_deg_s,first_saccade_landing_aoi,first_saccade_is_target,first_saccade_is_object,rawsample_prop_pos1,saccade_prop_pos1,rawsample_prop_pos2,saccade_prop_pos2,rawsample_prop_pos3,saccade_prop_pos3,rawsample_prop_pos4,saccade_prop_pos4,prop_target_critical_window,saccade_prop_target,no_object_gaze_critical_window,n_saccades_landed_critical_window,target_object,first_saccade_chosen_object
subject-1,14,35,restrictive,The girl will apply the mascara,4,11,2,1.3512,0.0403,414.8,elsewhere,False,False,,,,,,,,,,,True,0,mascara,elsewhere
subject-1,15,44,non-restrictive,The baker will inspect the dough,1,13,3,0.5736,0.0469,365.3,pos1,True,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1,dough,dough
subject-1,16,11,restrictive,The baby will ring the bell,4,13,3,0.0318,0.0671,413.8,pos2,False,True,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,bell,duck
subject-1,17,34,non-restrictive,The boy will move the radio,3,9,2,0.1973,0.0737,326.7,pos1,False,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,radio,notebook
subject-1,18,47,restrictive,The girl will vacuum the carpet,4,12,5,0.1409,0.0268,317.9,elsewhere,False,False,,,,,,,,,,,True,1,carpet,elsewhere
subject-1,19,45,restrictive,The chef will grate the carrot,2,11,3,0.6056,0.0474,380.4,pos4,False,True,,,,,,,,,,,True,0,carrot,peeler
subject-1,20,26,non-restrictive,The woman will blow grab the candle,3,8,1,0.1085,0.0268,153.1,pos3,True,True,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,candle,candle
subject-1,21,41,restrictive,The boy will squeeze the orange,2,13,3,1.3233,0.0403,349.8,pos4,False,True,,,,,,,,,,,True,0,orange,cone
subject-1,22,24,non-restrictive,The girl will lift the rabbit,1,15,4,0.054,0.0535,296.2,pos4,False,True,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,rabbit,glass
subject-1,23,13,restrictive,The man will smoke the cigarettes,2,11,1,0.1649,0.0535,446.3,pos3,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,cigarettes,filofax
subject-1,24,27,restrictive,The boy will dim the lamp,4,8,5,0.1266,0.0403,304.7,pos4,True,True,0.0,,0.0,,0.0,,1.0,,1.0,,False,0,lamp,lamp
subject-1,25,18,non-restrictive,The boy will touch the football,3,14,2,0.475,0.0464,358.9,elsewhere,False,False,,,,,,,,,,,True,1,football,elsewhere
subject-1,26,15,restrictive,The businessman will wear the hat,4,13,2,0.2141,0.0537,387.0,pos3,False,True,0.0249,0.0,0.0,0.0,0.9751,1.0,0.0,0.0,0.0,0.0,False,1,hat,folder
subject-1,27,39,restrictive,The boy will tie the shoelace,4,11,5,0.2496,0.0198,428.2,elsewhere,False,False,0.0,,0.0,,0.9727,,0.0273,,0.0273,,False,0,shoelace,elsewhere
subject-1,28,21,restrictive,The woman will water the flower,2,11,4,0.3863,0.0669,286.9,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,2,flower,magazine
subject-1,29,38,non-restrictive,The woman will carry the apron,3,9,2,1.5032,0.04,306.9,pos4,False,True,,,,,,,,,,,True,0,apron,mop
subject-1,30,4,non-restrictive,The boy will throw the ball,1,12,2,0.0445,0.0535,306.7,subject,False,False,,,,,,,,,,,True,0,ball,subject
subject-1,31,29,restrictive,The grandmother will read the newspaper,2,13,4,0.2934,0.0537,344.5,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,1,newspaper,elsewhere
subject-1,32,23,restrictive,The girl will knit the scarf,4,10,3,0.627,0.0464,311.2,elsewhere,False,False,,,,,,,,,,,True,0,scarf,elsewhere
subject-1,33,19,restrictive,The chef will slice the bread,4,15,5,0.5597,0.0271,124.7,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,1,bread,elsewhere
subject-1,34,22,non-restrictive,The girl will hang the coat,3,15,4,0.0689,0.0871,537.6,elsewhere,False,False,,,,,,,,,,,True,0,coat,elsewhere
subject-1,35,7,restrictive,The doctor will inject the child,4,14,4,0.084,0.04,347.2,pos4,True,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2,child,child
subject-1,36,0,non-restrictive,The boy will move the cake,1,11,3,0.347,0.0337,320.7,subject,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,1,cake,subject
subject-1,37,43,restrictive,The man will lock the safe,4,17,6,0.3128,0.0464,227.8,pos4,True,True,0.0,0.0,0.0,0.0,0.1919,0.0,0.8081,1.0,0.8081,1.0,False,1,safe,safe
subject-1,38,30,non-restrictive,The girl will grab the dice,3,13,3,0.7735,0.0334,311.5,pos3,True,True,,,,,,,,,,,True,0,dice,dice
subject-1,39,36,non-restrictive,The kid will stack the lego,1,14,6,0.2708,0.0471,283.0,elsewhere,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,lego,elsewhere
subject-1,40,20,non-restrictive,The baby will grab the kitten,1,17,6,0.2606,0.0203,276.9,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,kitten,elsewhere
subject-1,41,5,restrictive,The hiker will climb the mountain,2,10,3,0.2281,0.0537,409.5,pos1,False,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,mountain,moon
subject-1,42,1,restrictive,The woman will drink the wine,2,13,3,0.0084,0.04,278.1,pos4,False,True,0.0,,0.0,,0.0,,1.0,,0.0,,False,1,wine,chair
subject-1,43,32,non-restrictive,The woman will carry the beer,1,13,4,0.2591,0.0403,530.6,pos3,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,beer,biscuit
subject-1,44,3,restrictive,The woman will bathe the baby,4,7,3,0.1812,0.0737,358.1,pos2,False,True,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,baby,stool
subject-1,45,2,non-restrictive,The policeman will search the man,3,14,5,0.2537,0.0334,267.9,elsewhere,False,False,0.0637,0.0,0.3736,0.0,0.5626,1.0,0.0,0.0,0.5626,1.0,False,2,man,elsewhere
subject-1,46,46,non-restrictive,The musician will move the violin,3,12,3,0.3267,0.0134,273.1,elsewhere,False,False,0.8784,,0.1216,,0.0,,0.0,,0.0,,False,1,violin,elsewhere
subject-1,47,16,non-restrictive,The woman will  carry the dress,1,9,5,0.8409,0.0335,285.3,pos3,False,True,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,dress,backpack
subject-1,48,8,non-restrictive,The woman will dust the piano,1,14,3,0.4112,0.0469,381.7,pos3,False,True,0.0,0.0,0.0,0.0,0.6235,1.0,0.3765,0.0,0.0,0.0,False,1,piano,telephone
subject-1,49,40,non-restrictive,The girl will hold the blouse,1,11,6,0.0682,0.0403,538.5,pos4,False,True,0.0,,0.0,,0.4862,,0.5138,,0.0,,False,1,blouse,iron
subject-10,0,37,non-restrictive,The boy will move the banana,3,13,1,1.3724,0.067,350.8,pos3,True,True,,,,,,,,,,,True,0,banana,banana
subject-10,1,36,restrictive,The kid will build the lego,2,12,2,0.9175,0.0334,241.6,elsewhere,False,False,,,,,,,,,,,True,0,lego,elsewhere
subject-10,2,27,non-restrictive,The boy will touch the lamp,1,13,1,0.5511,0.0399,637.2,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,lamp,frame
subject-10,3,6,restrictive,The housewife will fry the mushrooms,4,8,1,0.4669,0.047,452.9,pos1,False,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,mushrooms,knife
subject-10,4,4,restrictive,The boy will bounce the ball,2,6,4,0.5423,0.0467,267.2,elsewhere,False,False,,,,,,,,,,,True,1,ball,elsewhere
subject-10,5,19,non-restrictive,The chef will clean the bread,1,7,3,1.7275,0.047,345.7,pos2,False,True,,,,,,,,,,,True,0,bread,spoon
subject-10,6,0,restrictive,The boy will eat the cake,2,7,5,0.2124,0.0335,244.8,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,cake,elsewhere
subject-10,7,38,restrictive,The woman will tie the apron,4,3,1,1.3838,0.0335,405.6,elsewhere,False,False,,,,,,,,,,,True,0,apron,elsewhere
subject-10,8,14,restrictive,The boy will walk the dog,4,3,1,1.0863,0.0535,412.4,pos2,False,True,,,,,,,,,,,True,0,dog,ball
subject-10,9,29,non-restrictive,The grandmother will eadturn the newspaper,3,6,2,0.4757,0.0468,676.8,pos4,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,1,newspaper,comb
subject-10,10,42,restrictive,The woman will sew the shirt,4,7,4,0.6373,0.0473,245.9,pos4,True,True,,,,,,,,,,,True,0,shirt,shirt
subject-10,11,28,restrictive,The cat will drink the milk,2,3,1,0.9747,0.0466,325.2,pos4,False,True,,,,,,,,,,,True,0,milk,nut
subject-10,12,3,non-restrictive,The woman will touch the baby,1,6,2,0.6527,0.0268,239.3,subject,False,False,,,,,,,,,,,True,0,baby,subject
subject-10,13,25,non-restrictive,The man will move the canvas,3,8,4,0.4116,0.0201,191.0,elsewhere,False,False,,,,,,,,,,,True,1,canvas,elsewhere
subject-10,14,17,non-restrictive,The man will  move the wood,3,9,0,,,,,,,,,,,,,,,,,True,0,wood,
subject-10,15,13,non-restrictive,The man will  collect the cigarettes,3,8,2,0.9627,0.0198,200.8,subject,False,False,,,,,,,,,,,True,0,cigarettes,subject
subject-10,16,7,non-restrictive,The doctor will check the child,1,0,0,,,,,,,,,,,,,,,,,True,0,child,
subject-10,17,33,non-restrictive,The boy will open the suitcase,3,6,1,0.7255,0.0469,380.9,pos2,False,True,,,,,,,,,,,True,0,suitcase,gift
subject-10,18,21,non-restrictive,The woman will move the flower,3,10,3,0.7528,0.0334,270.7,elsewhere,False,False,,,,,,,,,,,True,0,flower,elsewhere
subject-10,19,15,non-restrictive,The businessman will  forget the hat,1,8,2,0.5346,0.0401,329.9,elsewhere,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,2,hat,elsewhere
subject-10,20,11,non-restrictive,The baby will kick the bell,1,7,2,0.4568,0.0267,196.0,subject,False,False,,,,,,,,,,,True,1,bell,subject
subject-10,21,2,restrictive,The policeman will arrest the man,4,8,2,0.709,0.0406,346.1,elsewhere,False,False,,,,,,,,,,,True,0,man,elsewhere
subject-10,22,41,non-restrictive,The boy will move the orange,3,7,3,0.9181,0.0334,211.5,elsewhere,False,False,,,,,,,,,,,True,0,orange,elsewhere
subject-10,23,23,non-restrictive,The girl will hold the scarf,1,4,2,1.1743,0.0335,238.2,elsewhere,False,False,,,,,,,,,,,True,0,scarf,elsewhere
subject-10,24,31,non-restrictive,The woman will examine the bottle,1,6,3,1.3726,0.0335,307.3,pos4,False,True,,,,,,,,,,,True,0,bottle,seed
subject-10,25,40,restrictive,The girl will button the blouse,2,2,1,0.946,0.0536,275.7,pos1,False,True,,,,,,,,,,,True,0,blouse,iron
subject-10,27,45,non-restrictive,The chef will carry the carrot,3,1,1,1.0096,0.0334,279.9,pos2,False,True,,,,,,,,,,,True,0,carrot,pot
subject-10,28,47,non-restrictive,The girl will move the carpet,1,9,2,0.5946,0.0401,314.8,elsewhere,False,False,,,,,,,,,,,True,0,carpet,elsewhere
subject-10,29,12,restrictive,The man will sail the boat,2,5,2,1.3359,0.0403,395.3,elsewhere,False,False,,,,,,,,,,,True,0,boat,elsewhere
subject-10,30,5,non-restrictive,The hiker will photograph the mountain,3,8,2,0.9787,0.0469,409.7,pos1,False,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,mountain,cactus
subject-10,31,39,non-restrictive,The boy will move the shoelace,1,11,1,0.9713,0.0469,527.9,pos1,True,True,,,,,,,,,,,True,0,shoelace,shoelace
subject-10,32,20,restrictive,The baby will hug the kitten,2,4,1,0.4093,0.0336,400.7,subject,False,False,,,,,,,,,,,True,1,kitten,subject
subject-10,33,24,restrictive,The girl will groom the rabbit,2,4,1,1.0137,0.0535,303.1,pos4,False,True,,,,,,,,,,,True,0,rabbit,potato
subject-10,34,1,non-restrictive,The woman will try the wine,3,2,1,0.6385,0.0536,285.5,pos4,False,True,,,,,,,,,,,True,0,wine,cheese
subject-10,35,43,non-restrictive,The man will wipe the safe,1,1,1,1.8334,0.06,335.8,pos3,False,True,,,,,,,,,,,True,0,safe,bolt
subject-10,36,30,restrictive,The girl will roll the dice,4,8,1,1.0122,0.0601,414.8,pos4,True,True,,,,,,,,,,,True,0,dice,dice
subject-10,37,26,restrictive,The woman will blow out the candle,4,8,1,0.7244,0.0338,410.2,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,0.0,,False,1,candle,elsewhere
subject-10,38,32,restrictive,The woman will brew the beer,2,8,3,0.4777,0.0135,137.0,elsewhere,False,False,,,,,,,,,,,True,1,beer,elsewhere
subject-10,39,16,restrictive,The woman will wear the dress,2,7,4,0.5048,0.0131,176.3,subject,False,False,,,,,,,,,,,True,0,dress,subject
subject-10,40,48,restrictive,The child will inflate the balloon,2,3,2,0.6983,0.0336,408.7,subject,False,False,,,,,,,,,,,True,1,balloon,subject
subject-10,41,9,non-restrictive,The woman will open the book,3,8,2,0.9389,0.0337,354.0,elsewhere,False,False,,,,,,,,,,,True,0,book,elsewhere
subject-10,42,44,restrictive,The baker will knead the dough,2,6,1,1.0148,0.0535,377.4,pos1,False,True,,,,,,,,,,,True,0,dough,hammer
subject-10,43,18,restrictive,The boy will kick the football,4,2,2,1.1165,0.0406,318.0,subject,False,False,,,,,,,,,,,True,0,football,subject
subject-10,44,46,restrictive,The musician will tune the violin,4,7,1,0.5256,0.0401,270.8,pos3,False,True,,,,,,,,,,,True,0,violin,stand
subject-10,45,22,restrictive,The girl will zip the coat,4,4,3,1.6419,0.0335,187.3,subject,False,False,,,,,,,,,,,True,0,coat,subject
subject-10,46,10,restrictive,The man will repair the washing machine,4,2,2,0.9996,0.0535,371.7,pos2,False,True,0.5255,0.5,0.4745,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False,2,washing-machine,dog
subject-10,47,49,non-restrictive,The man will pick up the stamp,3,3,1,1.3189,0.0466,282.2,pos4,False,True,,,,,,,,,,,True,0,stamp,envelope
subject-10,48,8,restrictive,The woman will play the piano,2,2,1,0.8607,0.0536,379.5,pos4,False,True,,,,,,,,,,,True,0,piano,telephone
subject-10,49,35,non-restrictive,The girl will squeeze the mascara,1,7,6,0.6183,0.0336,169.4,elsewhere,False,False,,,,,,,,,,,True,1,mascara,elsewhere
subject-11,0,10,non-restrictive,The man will wipe the washing machine,4,12,2,0.9748,0.0402,305.2,pos3,False,True,0.0,0.0,0.0,0.0,0.7803,0.5,0.2197,0.5,0.2197,0.5,False,2,washing-machine,wastebin
subject-11,1,42,non-restrictive,The woman will wash the shirt,4,16,4,0.1952,0.0536,350.7,pos1,False,True,0.4258,0.0,0.5742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,shirt,apple
subject-11,2,18,non-restrictive,The boy will touch the football,4,5,2,0.6558,0.0134,264.2,elsewhere,False,False,,,,,,,,,,,True,0,football,elsewhere
subject-11,3,4,non-restrictive,The boy will throw the ball,2,11,4,0.3389,0.0333,307.7,elsewhere,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,2,ball,elsewhere
subject-11,4,7,restrictive,The doctor will inject the child,1,8,2,0.6798,0.0403,278.2,pos1,True,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1,child,child
subject-11,5,46,non-restrictive,The musician will move the violin,4,4,1,0.5409,0.0402,295.2,pos4,True,True,,,,,,,,,,,True,0,violin,violin
subject-11,6,48,non-restrictive,The child will carry the balloon,2,6,1,0.7729,0.0468,319.1,elsewhere,False,False,,,,,,,,,,,True,0,balloon,elsewhere
subject-11,7,36,non-restrictive,The kid will stack the lego,2,12,1,1.45,0.0199,261.6,pos4,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,lego,boxes
subject-11,8,31,restrictive,The woman will open the bottle,1,11,2,0.3518,0.0469,428.5,elsewhere,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,2,bottle,elsewhere
subject-11,9,15,restrictive,The businessman will wear the hat,1,10,3,0.3815,0.0468,236.3,pos1,True,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1,hat,hat
subject-11,10,0,non-restrictive,The boy will move the cake,2,7,2,0.7159,0.0335,293.2,pos3,False,True,,,,,,,,,,,True,0,cake,toy-car
subject-11,11,11,restrictive,The baby will ring the bell,1,11,3,0.0587,0.0539,235.6,subject,False,False,,,,,,,,,,,True,0,bell,subject
subject-11,12,35,restrictive,The girl will apply the mascara,1,6,1,0.802,0.0406,243.6,elsewhere,False,False,,,,,,,,,,,True,0,mascara,elsewhere
subject-11,13,33,restrictive,The boy will unzip the suitcase,3,13,4,0.144,0.02,274.4,pos2,False,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,suitcase,gift
subject-11,14,39,restrictive,The boy will tie the shoelace,1,14,5,0.263,0.0402,253.0,subject,False,False,,,,,,,,,,,True,0,shoelace,subject
subject-11,15,38,non-restrictive,The woman will carry the apron,4,8,4,0.2979,0.0401,441.2,pos3,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,apron,cloth
subject-11,16,34,non-restrictive,The boy will move the radio,4,10,2,0.0766,0.0536,322.4,pos2,False,True,0.0,0.0,0.6052,0.0,0.3948,1.0,0.0,0.0,0.0,0.0,False,1,radio,notebook
subject-11,17,12,non-restrictive,The man will watch the boat,2,6,1,1.0432,0.053,300.3,pos1,False,True,,,,,,,,,,,True,0,boat,car
subject-11,18,45,restrictive,The chef will grate the carrot,3,11,4,0.914,0.0334,359.9,subject,False,False,,,,,,,,,,,True,0,carrot,subject
subject-11,19,49,restrictive,The man will lick the stamp,3,11,4,0.6614,0.0469,377.4,elsewhere,False,False,,,,,,,,,,,True,0,stamp,elsewhere
subject-11,20,25,restrictive,The man will paint the canvas,3,8,4,0.0662,0.0268,290.2,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,canvas,elsewhere
subject-11,21,47,restrictive,The girl will vacuum the carpet,1,12,4,0.2342,0.0274,291.0,subject,False,False,0.0,,0.0858,,0.9142,,0.0,,0.0,,False,0,carpet,subject
subject-11,22,8,non-restrictive,The woman will dust the piano,2,5,1,1.5023,0.0337,257.9,elsewhere,False,False,,,,,,,,,,,True,0,piano,elsewhere
subject-11,23,17,restrictive,The man will chop the wood,3,6,3,0.112,0.0403,376.9,pos4,False,True,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,wood,bucket
subject-11,24,20,non-restrictive,The baby will grab the kitten,2,11,2,1.4264,0.06,293.1,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,kitten,elsewhere
subject-11,25,24,non-restrictive,The girl will lift the rabbit,2,11,1,0.6969,0.0671,321.4,pos3,False,True,,,,,,,,,,,True,0,rabbit,plate
subject-11,26,32,non-restrictive,The woman will carry the beer,2,9,4,0.0307,0.0332,276.0,subject,False,False,0.0,,1.0,,0.0,,0.0,,1.0,,False,0,beer,subject
subject-11,27,14,non-restrictive,The boy will feed the dog,4,11,4,0.9128,0.0267,168.0,pos2,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,dog,ball
subject-11,28,43,restrictive,The man will lock the safe,1,13,5,0.7282,0.0134,221.3,subject,False,False,,,,,,,,,,,True,0,safe,subject
subject-11,29,19,restrictive,The chef will slice the bread,1,6,2,1.082,0.0205,311.5,subject,False,False,,,,,,,,,,,True,0,bread,subject
subject-11,30,30,non-restrictive,The girl will grab the dice,4,10,2,0.0696,0.0136,230.0,subject,False,False,,,,,,,,,,,True,0,dice,subject
subject-11,31,1,restrictive,The woman will drink the wine,3,9,2,1.4225,0.0268,294.4,elsewhere,False,False,,,,,,,,,,,True,0,wine,elsewhere
subject-11,32,22,non-restrictive,The girl will hang the coat,4,4,3,0.1228,0.0202,182.4,subject,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,coat,subject
subject-11,33,5,restrictive,The hiker will climb the mountain,3,8,3,0.9582,0.0335,373.2,pos4,False,True,,,,,,,,,,,True,0,mountain,animal
subject-11,34,29,restrictive,The grandmother will read the newspaper,3,8,1,0.8073,0.0402,308.3,pos1,False,True,,,,,,,,,,,True,0,newspaper,eraser
subject-11,35,37,restrictive,The boy will peel the banana,3,9,3,1.467,0.0199,348.1,pos3,True,True,,,,,,,,,,,True,0,banana,banana
subject-11,36,13,restrictive,The man will smoke the cigarettes,3,11,1,1.0355,0.0331,291.4,pos2,False,True,,,,,,,,,,,True,0,cigarettes,glasses
subject-11,37,23,restrictive,The girl will knit the scarf,1,9,0,,,,,,,1.0,,0.0,,0.0,,0.0,,1.0,,False,0,scarf,
subject-11,38,2,non-restrictive,The policeman will search the man,4,9,2,0.6156,0.067,309.8,pos1,False,True,,,,,,,,,,,True,0,man,car
subject-11,39,40,non-restrictive,The girl will hold the blouse,2,10,2,0.7112,0.0469,296.2,elsewhere,False,False,,,,,,,,,,,True,0,blouse,elsewhere
subject-11,40,16,non-restrictive,The woman will  carry the dress,2,9,1,0.6059,0.0402,250.0,elsewhere,False,False,,,,,,,,,,,True,1,dress,elsewhere
subject-11,41,9,restrictive,The woman will read the book,3,6,1,1.0388,0.0334,379.2,pos4,False,True,,,,,,,,,,,True,0,book,door
subject-11,42,3,restrictive,The woman will bathe the baby,1,4,0,,,,,,,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,baby,
subject-11,43,6,non-restrictive,The housewife will  wash the mushrooms,4,8,4,0.0939,0.0202,230.5,subject,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,2,mushrooms,subject
subject-11,44,21,restrictive,The woman will water the flower,3,6,1,0.5939,0.0602,288.2,pos3,True,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,1,flower,flower
subject-11,45,27,restrictive,The boy will dim the lamp,1,12,4,0.3203,0.0272,168.5,elsewhere,False,False,0.1056,,0.8944,,0.0,,0.0,,0.1056,,False,1,lamp,elsewhere
subject-11,46,26,non-restrictive,The woman will blow grab the candle,4,7,3,0.5034,0.0467,366.0,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,candle,coaster
subject-11,47,44,non-restrictive,The baker will inspect the dough,2,15,4,0.3392,0.02,273.6,subject,False,False,0.0,,1.0,,0.0,,0.0,,1.0,,False,1,dough,subject
subject-11,48,41,restrictive,The boy will squeeze the orange,3,14,2,0.9082,0.0333,156.2,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,orange,elsewhere
subject-11,49,28,non-restrictive,The cat will push the milk,2,9,1,1.0047,0.0469,317.1,pos2,True,True,,,,,,,,,,,True,0,milk,milk
subject-12,0,3,non-restrictive,The woman will touch the baby,2,10,1,1.035,0.06,361.1,pos2,True,True,,,,,,,,,,,True,0,baby,baby
subject-12,1,49,non-restrictive,The man will pick up the stamp,4,5,4,0.5282,0.0201,102.5,elsewhere,False,False,,,,,,,,,,,True,2,stamp,elsewhere
subject-12,2,11,non-restrictive,The baby will kick the bell,2,8,4,0.7512,0.0269,250.4,subject,False,False,,,,,,,,,,,True,0,bell,subject
subject-12,3,2,restrictive,The policeman will arrest the man,1,9,2,0.8165,0.047,330.7,pos1,True,True,,,,,,,,,,,True,0,man,man
subject-12,4,10,restrictive,The man will repair the washing machine,1,9,2,0.5035,0.0135,95.1,subject,False,False,0.0,,1.0,,0.0,,0.0,,0.0,,False,2,washing-machine,subject
subject-12,5,0,restrictive,The boy will eat the cake,3,7,1,0.8152,0.0538,380.9,pos3,True,True,,,,,,,,,,,True,0,cake,cake
subject-12,6,13,non-restrictive,The man will  collect the cigarettes,4,11,2,0.668,0.0136,135.0,elsewhere,False,False,,,,,,,,,,,True,1,cigarettes,elsewhere
subject-12,7,42,restrictive,The woman will sew the shirt,1,12,1,1.0728,0.04,438.8,pos2,False,True,,,,,,,,,,,True,0,shirt,apple
subject-12,8,26,restrictive,The woman will blow out the candle,1,14,3,0.0349,0.0331,191.6,subject,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,candle,subject
subject-12,9,14,restrictive,The boy will walk the dog,1,7,3,0.7373,0.0334,217.1,pos3,False,True,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,dog,ball
subject-12,10,1,non-restrictive,The woman will try the wine,4,6,1,0.9066,0.0469,232.1,pos3,False,True,,,,,,,,,,,True,0,wine,lipstick
