subject_id,trial,sentence,condition,target_object,first_saccade_chosen_object,first_saccade_latency_s,chose_target
subject-1,26,The girl will lift the rabbit,non-restrictive,rabbit,rabbit,0.2349,True
subject-1,27,The woman will wash the shirt,non-restrictive,shirt,elsewhere,0.0816,False
subject-1,28,The man will watch the boat,non-restrictive,boat,sun,0.5543,False
subject-1,29,The child will carry the balloon,non-restrictive,balloon,,,False
subject-1,30,The man will lick the stamp,restrictive,stamp,subject,0.0655,False
subject-1,31,The man will wipe the washing machine,non-restrictive,washing-machine,elsewhere,0.8604,False
subject-1,32,The woman will read the book,restrictive,book,,,False
subject-1,33,The boy will peel the banana,restrictive,banana,,,False
subject-1,34,The woman will open the bottle,restrictive,bottle,seed,0.4449,False
subject-1,35,The cat will push the milk,non-restrictive,milk,sock,0.315,False
subject-1,36,The boy will unzip the suitcase,restrictive,suitcase,subject,0.284,False
subject-1,37,The man will paint the canvas,restrictive,canvas,peach,0.3338,False
subject-1,38,The man will chop the wood,restrictive,wood,,,False
subject-1,39,The boy will feed the dog,non-restrictive,dog,ball,0.0755,False
subject-1,40,The girl will apply the mascara,restrictive,mascara,elsewhere,0.0919,False
subject-1,41,The baker will inspect the dough,non-restrictive,dough,dough,0.1651,True
subject-1,42,The baby will ring the bell,restrictive,bell,,,False
subject-1,43,The boy will move the radio,non-restrictive,radio,radio,0.2381,True
subject-1,44,The girl will vacuum the carpet,restrictive,carpet,roller,0.1812,False
subject-1,45,The chef will grate the carrot,restrictive,carrot,,,False
subject-1,46,The woman will blow grab the candle,non-restrictive,candle,elsewhere,0.336,False
subject-1,47,The boy will squeeze the orange,restrictive,orange,,,False
subject-1,48,The boy will move the cake,non-restrictive,cake,elsewhere,0.006,False
subject-1,49,The girl will hold the blouse,non-restrictive,blouse,iron,0.0682,False
subject-2,0,The woman will move the flower,non-restrictive,flower,,,False
subject-2,1,The kid will build the lego,restrictive,lego,,,False
subject-2,2,The hiker will photograph the mountain,non-restrictive,mountain,,,False
subject-2,3,The woman will touch the baby,non-restrictive,baby,,,False
subject-2,4,The boy will move the orange,non-restrictive,orange,,,False
subject-2,5,The musician will tune the violin,restrictive,violin,,,False
subject-2,6,The girl will zip the coat,restrictive,coat,,,False
subject-2,7,The boy will move the banana,non-restrictive,banana,,,False
subject-2,9,The baker will knead the dough,restrictive,dough,,,False
subject-2,10,The woman will open the book,non-restrictive,book,,,False
subject-2,11,The man will  move the wood,non-restrictive,wood,elsewhere,0.0969,False
subject-2,12,The girl will button the blouse,restrictive,blouse,elsewhere,0.1217,False
subject-2,13,The woman will examine the bottle,non-restrictive,bottle,elsewhere,0.6289,False
subject-2,14,The child will inflate the balloon,restrictive,balloon,,,False
subject-2,15,The girl will move the carpet,non-restrictive,carpet,subject,0.3469,False
subject-2,16,The girl will hold the scarf,non-restrictive,scarf,,,False
subject-2,17,The baby will kick the bell,non-restrictive,bell,,,False
subject-2,18,The grandmother will eadturn the newspaper,non-restrictive,newspaper,,,False
subject-2,19,The woman will wear the dress,restrictive,dress,,,False
subject-2,20,The man will  collect the cigarettes,non-restrictive,cigarettes,,,False
subject-2,21,The boy will bounce the ball,restrictive,ball,,,False
subject-2,22,The chef will carry the carrot,non-restrictive,carrot,,,False
subject-2,23,The woman will sew the shirt,restrictive,shirt,elsewhere,0.0348,False
subject-2,24,The girl will roll the dice,restrictive,dice,,,False
subject-2,25,The woman will tie the apron,restrictive,apron,,,False
subject-2,26,The man will pick up the stamp,non-restrictive,stamp,elsewhere,0.3272,False
subject-2,27,The businessman will  forget the hat,non-restrictive,hat,,,False
subject-2,28,The chef will clean the bread,non-restrictive,bread,,,False
subject-2,29,The man will repair the washing machine,restrictive,washing-machine,elsewhere,1.0931,False
subject-2,30,The woman will blow out the candle,restrictive,candle,subject,0.4432,False
subject-2,31,The boy will eat the cake,restrictive,cake,,,False
subject-2,32,The policeman will arrest the man,restrictive,man,,,False
subject-2,33,The man will sail the boat,restrictive,boat,,,False
subject-2,34,The cat will drink the milk,restrictive,milk,,,False
subject-2,35,The doctor will check the child,non-restrictive,child,,,False
subject-2,36,The girl will squeeze the mascara,non-restrictive,mascara,,,False
subject-2,37,The girl will groom the rabbit,restrictive,rabbit,,,False
subject-2,38,The man will move the canvas,non-restrictive,canvas,,,False
subject-2,39,The boy will open the suitcase,non-restrictive,suitcase,,,False
subject-2,40,The woman will try the wine,non-restrictive,wine,,,False
subject-2,41,The man will wipe the safe,non-restrictive,safe,,,False
subject-2,42,The woman will brew the beer,restrictive,beer,,,False
subject-2,43,The boy will walk the dog,restrictive,dog,,,False
subject-2,44,The boy will move the shoelace,non-restrictive,shoelace,,,False
subject-2,45,The baby will hug the kitten,restrictive,kitten,subject,0.075,False
subject-2,46,The boy will kick the football,restrictive,football,,,False
subject-2,47,The woman will play the piano,restrictive,piano,,,False
subject-2,48,The boy will touch the lamp,non-restrictive,lamp,,,False
subject-2,49,The housewife will fry the mushrooms,restrictive,mushrooms,,,False
subject-3,0,The housewife will  wash the mushrooms,non-restrictive,mushrooms,,,False
subject-3,1,The kid will stack the lego,non-restrictive,lego,,,False
subject-3,2,The man will wipe the washing machine,non-restrictive,washing-machine,subject,0.0566,False
subject-3,3,The girl will apply the mascara,restrictive,mascara,,,False
subject-3,4,The boy will squeeze the orange,restrictive,orange,,,False
subject-3,5,The girl will grab the dice,non-restrictive,dice,,,False
subject-3,6,The baker will inspect the dough,non-restrictive,dough,,,False
subject-3,7,The woman will water the flower,restrictive,flower,flower,0.5202,True
subject-3,8,The woman will dust the piano,non-restrictive,piano,,,False
subject-3,9,The man will chop the wood,restrictive,wood,,,False
subject-3,10,The woman will read the book,restrictive,book,,,False
subject-3,11,The businessman will wear the hat,restrictive,hat,,,False
subject-3,12,The baby will grab the kitten,non-restrictive,kitten,,,False
subject-3,13,The boy will move the cake,non-restrictive,cake,,,False
subject-3,14,The girl will hold the blouse,non-restrictive,blouse,,,False
subject-3,15,The boy will move the radio,non-restrictive,radio,,,False
subject-3,16,The girl will lift the rabbit,non-restrictive,rabbit,,,False
subject-3,17,The boy will feed the dog,non-restrictive,dog,elsewhere,0.243,False
subject-3,18,The man will lock the safe,restrictive,safe,,,False
subject-3,19,The woman will blow grab the candle,non-restrictive,candle,,,False
subject-3,20,The baby will ring the bell,restrictive,bell,,,False
subject-3,21,The boy will throw the ball,non-restrictive,ball,,,False
subject-3,22,The boy will unzip the suitcase,restrictive,suitcase,elsewhere,0.646,False
subject-3,23,The child will carry the balloon,non-restrictive,balloon,,,False
subject-3,24,The girl will vacuum the carpet,restrictive,carpet,,,False
subject-3,25,The policeman will search the man,non-restrictive,man,,,False
subject-3,26,The chef will grate the carrot,restrictive,carrot,,,False
subject-3,27,The woman will open the bottle,restrictive,bottle,,,False
subject-3,28,The man will watch the boat,non-restrictive,boat,,,False
subject-3,29,The chef will slice the bread,restrictive,bread,,,False
subject-3,30,The man will lick the stamp,restrictive,stamp,,,False
subject-3,31,The woman will wash the shirt,non-restrictive,shirt,,,False
subject-3,32,The man will paint the canvas,restrictive,canvas,,,False
subject-3,33,The woman will carry the beer,non-restrictive,beer,,,False
subject-3,34,The doctor will inject the child,restrictive,child,,,False
subject-3,35,The girl will knit the scarf,restrictive,scarf,,,False
subject-3,36,The musician will move the violin,non-restrictive,violin,,,False
subject-3,37,The grandmother will read the newspaper,restrictive,newspaper,elsewhere,0.0255,False
subject-3,38,The woman will carry the apron,non-restrictive,apron,,,False
subject-3,39,The woman will bathe the baby,restrictive,baby,,,False
subject-3,40,The cat will push the milk,non-restrictive,milk,,,False
subject-3,41,The woman will drink the wine,restrictive,wine,,,False
subject-3,42,The woman will  carry the dress,non-restrictive,dress,,,False
subject-3,43,The hiker will climb the mountain,restrictive,mountain,,,False
subject-3,44,The man will smoke the cigarettes,restrictive,cigarettes,,,False
subject-3,45,The boy will dim the lamp,restrictive,lamp,,,False
subject-3,46,The boy will touch the football,non-restrictive,football,,,False
subject-3,47,The boy will peel the banana,restrictive,banana,subject,0.1072,False
subject-3,48,The boy will tie the shoelace,restrictive,shoelace,,,False
subject-3,49,The girl will hang the coat,non-restrictive,coat,,,False
subject-4,0,The woman will move the flower,non-restrictive,flower,,,False
subject-4,1,The boy will eat the cake,restrictive,cake,cake,0.2326,True
subject-4,2,The woman will open the book,non-restrictive,book,subject,0.0682,False
subject-4,3,The boy will open the suitcase,non-restrictive,suitcase,,,False
subject-4,4,The man will move the canvas,non-restrictive,canvas,,,False
subject-4,5,The boy will bounce the ball,restrictive,ball,subject,0.3081,False
subject-4,6,The hiker will photograph the mountain,non-restrictive,mountain,,,False
subject-4,7,The boy will move the shoelace,non-restrictive,shoelace,,,False
subject-4,8,The man will wipe the safe,non-restrictive,safe,,,False
subject-4,9,The woman will blow out the candle,restrictive,candle,,,False
subject-4,11,The girl will hold the scarf,non-restrictive,scarf,,,False
subject-4,12,The baby will hug the kitten,restrictive,kitten,,,False
subject-4,13,The boy will move the banana,non-restrictive,banana,,,False
subject-4,14,The chef will clean the bread,non-restrictive,bread,,,False
subject-4,15,The doctor will check the child,non-restrictive,child,,,False
subject-4,16,The cat will drink the milk,restrictive,milk,,,False
subject-4,17,The girl will squeeze the mascara,non-restrictive,mascara,elsewhere,0.538,False
subject-4,18,The boy will touch the lamp,non-restrictive,lamp,,,False
subject-4,19,The musician will tune the violin,restrictive,violin,,,False
subject-4,20,The woman will brew the beer,restrictive,beer,mug,0.0894,False
subject-4,21,The kid will build the lego,restrictive,lego,elsewhere,0.1536,False
subject-4,22,The girl will zip the coat,restrictive,coat,,,False
subject-4,23,The man will repair the washing machine,restrictive,washing-machine,elsewhere,0.9792,False
subject-4,24,The girl will button the blouse,restrictive,blouse,elsewhere,0.2159,False
subject-4,25,The child will inflate the balloon,restrictive,balloon,subject,0.7313,False
subject-4,26,The businessman will  forget the hat,non-restrictive,hat,,,False
subject-4,27,The baker will knead the dough,restrictive,dough,,,False
subject-4,28,The woman will play the piano,restrictive,piano,subject,0.0436,False
subject-4,29,The girl will groom the rabbit,restrictive,rabbit,,,False
subject-4,30,The woman will examine the bottle,non-restrictive,bottle,subject,0.2807,False
subject-4,31,The woman will touch the baby,non-restrictive,baby,,,False
subject-4,32,The grandmother will eadturn the newspaper,non-restrictive,newspaper,tissue,0.4225,False
subject-4,33,The woman will try the wine,non-restrictive,wine,,,False
subject-4,34,The woman will tie the apron,restrictive,apron,,,False
subject-4,35,The man will  move the wood,non-restrictive,wood,,,False
subject-4,36,The baby will kick the bell,non-restrictive,bell,,,False
subject-4,37,The woman will wear the dress,restrictive,dress,dress,0.3905,True
subject-4,38,The chef will carry the carrot,non-restrictive,carrot,,,False
subject-4,39,The boy will walk the dog,restrictive,dog,elsewhere,0.3358,False
subject-4,40,The housewife will fry the mushrooms,restrictive,mushrooms,subject,0.0253,False
subject-4,41,The girl will roll the dice,restrictive,dice,,,False
subject-4,42,The man will pick up the stamp,non-restrictive,stamp,,,False
subject-4,43,The boy will kick the football,restrictive,football,,,False
subject-4,44,The man will sail the boat,restrictive,boat,,,False
subject-4,45,The woman will sew the shirt,restrictive,shirt,elsewhere,0.5102,False
subject-4,46,The policeman will arrest the man,restrictive,man,elsewhere,0.4883,False
subject-4,47,The boy will move the orange,non-restrictive,orange,,,False
subject-4,48,The girl will move the carpet,non-restrictive,carpet,,,False
subject-4,49,The man will  collect the cigarettes,non-restrictive,cigarettes,,,False
subject-5,0,The woman will water the flower,restrictive,flower,vase,0.152,False
subject-5,1,The boy will feed the dog,non-restrictive,dog,ball,0.0821,False
subject-5,2,The man will chop the wood,restrictive,wood,stone,0.3261,False
subject-5,3,The woman will wash the shirt,non-restrictive,shirt,elsewhere,0.1688,False
subject-5,4,The doctor will inject the child,restrictive,child,subject,0.0503,False
subject-5,5,The girl will knit the scarf,restrictive,scarf,,,False
subject-5,6,The child will carry the balloon,non-restrictive,balloon,pump,0.3771,False
subject-5,7,The baby will grab the kitten,non-restrictive,kitten,block,0.6693,False
subject-5,8,The hiker will climb the mountain,restrictive,mountain,elsewhere,0.4897,False
subject-5,9,The musician will move the violin,non-restrictive,violin,,,False
subject-5,10,The grandmother will read the newspaper,restrictive,newspaper,,,False
subject-5,11,The boy will move the radio,non-restrictive,radio,,,False
subject-5,12,The girl will hold the blouse,non-restrictive,blouse,,,False
subject-5,13,The boy will tie the shoelace,restrictive,shoelace,,,False
subject-5,14,The boy will throw the ball,non-restrictive,ball,,,False
subject-5,15,The woman will bathe the baby,restrictive,baby,,,False
subject-5,16,The kid will stack the lego,non-restrictive,lego,boxes,0.4117,False
subject-5,17,The baker will inspect the dough,non-restrictive,dough,,,False
subject-5,18,The woman will open the bottle,restrictive,bottle,elsewhere,0.4992,False
subject-5,19,The housewife will  wash the mushrooms,non-restrictive,mushrooms,,,False
subject-5,20,The woman will carry the beer,non-restrictive,beer,,,False
subject-5,21,The boy will touch the football,non-restrictive,football,,,False
subject-5,22,The woman will drink the wine,restrictive,wine,lipstick,0.3569,False
subject-5,23,The woman will blow grab the candle,non-restrictive,candle,,,False
subject-5,24,The chef will grate the carrot,restrictive,carrot,,,False
subject-5,25,The girl will vacuum the carpet,restrictive,carpet,,,False
subject-5,26,The man will wipe the washing machine,non-restrictive,washing-machine,dog,0.9473,False
subject-5,27,The woman will read the book,restrictive,book,cup,0.2015,False
subject-5,28,The chef will slice the bread,restrictive,bread,,,False
subject-5,29,The woman will dust the piano,non-restrictive,piano,telephone,0.3238,False
subject-5,30,The boy will peel the banana,restrictive,banana,,,False
subject-5,31,The boy will squeeze the orange,restrictive,orange,,,False
subject-5,32,The man will lock the safe,restrictive,safe,,,False
subject-5,33,The man will smoke the cigarettes,restrictive,cigarettes,,,False
subject-5,34,The businessman will wear the hat,restrictive,hat,,,False
subject-5,35,The woman will carry the apron,non-restrictive,apron,,,False
subject-5,36,The boy will unzip the suitcase,restrictive,suitcase,,,False
subject-5,37,The man will lick the stamp,restrictive,stamp,,,False
subject-5,38,The boy will move the cake,non-restrictive,cake,,,False
subject-5,39,The man will watch the boat,non-restrictive,boat,,,False
subject-5,40,The cat will push the milk,non-restrictive,milk,elsewhere,0.3417,False
subject-5,41,The man will paint the canvas,restrictive,canvas,,,False
subject-5,42,The girl will apply the mascara,restrictive,mascara,,,False
subject-5,43,The policeman will search the man,non-restrictive,man,,,False
subject-5,44,The girl will grab the dice,non-restrictive,dice,,,False
subject-5,45,The boy will dim the lamp,restrictive,lamp,,,False
subject-5,46,The girl will lift the rabbit,non-restrictive,rabbit,,,False
subject-5,47,The baby will ring the bell,restrictive,bell,,,False
subject-5,48,The girl will hang the coat,non-restrictive,coat,,,False
subject-5,49,The woman will  carry the dress,non-restrictive,dress,elsewhere,0.1236,False
subject-6,0,The girl will button the blouse,restrictive,blouse,,,False
subject-6,1,The girl will roll the dice,restrictive,dice,headphones,0.5431,False
subject-6,2,The woman will open the book,non-restrictive,book,,,False
subject-6,3,The grandmother will eadturn the newspaper,non-restrictive,newspaper,elsewhere,0.3419,False
subject-6,4,The man will repair the washing machine,restrictive,washing-machine,elsewhere,1.0057,False
subject-6,5,The boy will move the banana,non-restrictive,banana,,,False
subject-6,6,The housewife will fry the mushrooms,restrictive,mushrooms,,,False
subject-6,7,The girl will zip the coat,restrictive,coat,,,False
subject-6,8,The man will pick up the stamp,non-restrictive,stamp,,,False
subject-6,9,The baby will kick the bell,non-restrictive,bell,subject,0.423,False
subject-6,10,The boy will open the suitcase,non-restrictive,suitcase,,,False
subject-6,11,The woman will touch the baby,non-restrictive,baby,,,False
subject-6,12,The boy will move the orange,non-restrictive,orange,,,False
subject-6,14,The baker will knead the dough,restrictive,dough,,,False
subject-6,15,The girl will squeeze the mascara,non-restrictive,mascara,subject,0.3839,False
subject-6,16,The baby will hug the kitten,restrictive,kitten,subject,0.0411,False
subject-6,17,The woman will try the wine,non-restrictive,wine,,,False
subject-6,18,The girl will move the carpet,non-restrictive,carpet,,,False
subject-6,19,The musician will tune the violin,restrictive,violin,,,False
subject-6,20,The man will move the canvas,non-restrictive,canvas,,,False
subject-6,21,The child will inflate the balloon,restrictive,balloon,,,False
subject-6,22,The businessman will  forget the hat,non-restrictive,hat,subject,0.1461,False
subject-6,23,The cat will drink the milk,restrictive,milk,,,False
subject-6,24,The woman will sew the shirt,restrictive,shirt,,,False
subject-6,25,The boy will bounce the ball,restrictive,ball,,,False
subject-6,26,The woman will play the piano,restrictive,piano,,,False
subject-6,27,The man will  collect the cigarettes,non-restrictive,cigarettes,,,False
subject-6,28,The man will sail the boat,restrictive,boat,,,False
subject-6,29,The boy will eat the cake,restrictive,cake,,,False
subject-6,30,The chef will carry the carrot,non-restrictive,carrot,,,False
subject-6,31,The chef will clean the bread,non-restrictive,bread,elsewhere,0.1598,False
subject-6,32,The man will wipe the safe,non-restrictive,safe,,,False
subject-6,33,The man will  move the wood,non-restrictive,wood,,,False
subject-6,34,The woman will blow out the candle,restrictive,candle,,,False
subject-6,35,The hiker will photograph the mountain,non-restrictive,mountain,,,False
subject-6,36,The girl will groom the rabbit,restrictive,rabbit,,,False
subject-6,37,The kid will build the lego,restrictive,lego,,,False
subject-6,38,The woman will wear the dress,restrictive,dress,,,False
subject-6,39,The boy will kick the football,restrictive,football,,,False
subject-6,40,The boy will walk the dog,restrictive,dog,,,False
subject-6,41,The woman will move the flower,non-restrictive,flower,,,False
subject-6,42,The woman will examine the bottle,non-restrictive,bottle,,,False
subject-6,43,The boy will move the shoelace,non-restrictive,shoelace,,,False
subject-6,44,The girl will hold the scarf,non-restrictive,scarf,,,False
subject-6,45,The woman will brew the beer,restrictive,beer,,,False
subject-6,46,The policeman will arrest the man,restrictive,man,,,False
subject-6,47,The boy will touch the lamp,non-restrictive,lamp,,,False
subject-6,48,The woman will tie the apron,restrictive,apron,,,False
subject-6,49,The doctor will check the child,non-restrictive,child,,,False
subject-13,0,The baby will ring the bell,restrictive,bell,,,False
subject-13,1,The policeman will search the man,non-restrictive,man,,,False
subject-13,2,The boy will unzip the suitcase,restrictive,suitcase,,,False
subject-13,3,The girl will grab the dice,non-restrictive,dice,,,False
subject-13,4,The businessman will wear the hat,restrictive,hat,,,False
subject-13,5,The woman will carry the apron,non-restrictive,apron,apron,0.0499,True
subject-13,6,The boy will tie the shoelace,restrictive,shoelace,,,False
subject-13,7,The girl will knit the scarf,restrictive,scarf,,,False
subject-13,8,The boy will squeeze the orange,restrictive,orange,shell,0.2586,False
subject-13,9,The woman will dust the piano,non-restrictive,piano,,,False
subject-13,10,The man will smoke the cigarettes,restrictive,cigarettes,cigarettes,0.513,True
subject-13,11,The girl will apply the mascara,restrictive,mascara,,,False
subject-13,12,The woman will wash the shirt,non-restrictive,shirt,apple,0.1758,False
subject-13,13,The girl will lift the rabbit,non-restrictive,rabbit,,,False
subject-13,14,The woman will read the book,restrictive,book,bag,0.1608,False
subject-13,15,The boy will move the cake,non-restrictive,cake,,,False
subject-13,16,The man will lock the safe,restrictive,safe,pan,0.0116,False
subject-13,17,The housewife will  wash the mushrooms,non-restrictive,mushrooms,,,False
subject-13,18,The boy will peel the banana,restrictive,banana,elsewhere,0.5017,False
subject-13,19,The man will chop the wood,restrictive,wood,,,False
subject-13,20,The woman will open the bottle,restrictive,bottle,lemon,0.1237,False
subject-13,21,The musician will move the violin,non-restrictive,violin,violin,0.273,True
subject-13,22,The woman will  carry the dress,non-restrictive,dress,,,False
subject-13,23,The man will watch the boat,non-restrictive,boat,boat,0.2522,True
subject-13,24,The doctor will inject the child,restrictive,child,toy-bear,0.2043,False
subject-13,25,The girl will vacuum the carpet,restrictive,carpet,elsewhere,0.409,False
subject-13,26,The baker will inspect the dough,non-restrictive,dough,,,False
subject-13,27,The cat will push the milk,non-restrictive,milk,,,False
subject-13,28,The boy will feed the dog,non-restrictive,dog,elsewhere,0.2165,False
subject-13,29,The girl will hang the coat,non-restrictive,coat,hook,0.0689,False
subject-13,30,The boy will touch the football,non-restrictive,football,stick,0.2273,False
subject-13,31,The man will wipe the washing machine,non-restrictive,washing-machine,wastebin,0.2372,False
subject-13,32,The chef will slice the bread,restrictive,bread,elsewhere,0.4662,False
subject-13,33,The man will paint the canvas,restrictive,canvas,elsewhere,0.1331,False
subject-13,34,The woman will drink the wine,restrictive,wine,lipstick,0.0154,False
subject-13,35,The chef will grate the carrot,restrictive,carrot,elsewhere,0.0303,False
subject-13,36,The woman will blow grab the candle,non-restrictive,candle,,,False
subject-13,37,The grandmother will read the newspaper,restrictive,newspaper,,,False
subject-13,38,The boy will throw the ball,non-restrictive,ball,shuttle-cock,0.4059,False
subject-13,39,The woman will carry the beer,non-restrictive,beer,kettle,0.0778,False
subject-13,40,The girl will hold the blouse,non-restrictive,blouse,blouse,0.1687,True
subject-13,41,The child will carry the balloon,non-restrictive,balloon,,,False
subject-13,42,The woman will bathe the baby,restrictive,baby,baby,0.0811,True
subject-13,43,The kid will stack the lego,non-restrictive,lego,elsewhere,0.3852,False
subject-13,44,The boy will move the radio,non-restrictive,radio,subject,0.0435,False
subject-13,45,The man will lick the stamp,restrictive,stamp,stamp,0.1255,True
subject-13,46,The hiker will climb the mountain,restrictive,mountain,,,False
subject-13,47,The boy will dim the lamp,restrictive,lamp,,,False
subject-13,48,The baby will grab the kitten,non-restrictive,kitten,,,False
subject-13,49,The woman will water the flower,restrictive,flower,vase,0.2521,False
subject-14,0,The boy will open the suitcase,non-restrictive,suitcase,,,False
subject-14,1,The chef will carry the carrot,non-restrictive,carrot,elsewhere,0.2794,False
subject-14,2,The policeman will arrest the man,restrictive,man,elsewhere,0.3143,False
subject-14,3,The kid will build the lego,restrictive,lego,elsewhere,0.4682,False
subject-14,4,The man will  collect the cigarettes,non-restrictive,cigarettes,,,False
subject-14,5,The musician will tune the violin,restrictive,violin,bow,0.0898,False
subject-14,6,The cat will drink the milk,restrictive,milk,elsewhere,0.3379,False
subject-14,7,The man will repair the washing machine,restrictive,washing-machine,washing-machine,0.7046,True
subject-14,8,The woman will brew the beer,restrictive,beer,,,False
subject-14,9,The woman will examine the bottle,non-restrictive,bottle,elsewhere,0.7031,False
subject-14,10,The man will move the canvas,non-restrictive,canvas,,,False
subject-14,11,The girl will move the carpet,non-restrictive,carpet,footstool,0.0921,False
subject-14,12,The woman will touch the baby,non-restrictive,baby,stool,0.5992,False
subject-14,13,The child will inflate the balloon,restrictive,balloon,subject,0.5037,False
subject-14,14,The housewife will fry the mushrooms,restrictive,mushrooms,jug,0.1323,False
subject-14,15,The boy will bounce the ball,restrictive,ball,,,False
subject-14,16,The woman will move the flower,non-restrictive,flower,,,False
subject-14,17,The boy will eat the cake,restrictive,cake,,,False
subject-14,18,The boy will move the shoelace,non-restrictive,shoelace,,,False
subject-14,19,The boy will move the banana,non-restrictive,banana,,,False
subject-14,20,The woman will wear the dress,restrictive,dress,elsewhere,0.3773,False
subject-14,21,The woman will play the piano,restrictive,piano,table,0.5653,False
subject-14,22,The boy will kick the football,restrictive,football,,,False
subject-14,23,The doctor will check the child,non-restrictive,child,,,False
subject-14,24,The girl will groom the rabbit,restrictive,rabbit,rabbit,0.3237,True
subject-14,25,The man will sail the boat,restrictive,boat,,,False
subject-14,26,The chef will clean the bread,non-restrictive,bread,,,False
subject-14,27,The baby will kick the bell,non-restrictive,bell,,,False
subject-14,28,The baby will hug the kitten,restrictive,kitten,cup,0.3824,False
subject-14,29,The girl will roll the dice,restrictive,dice,,,False
subject-14,30,The boy will walk the dog,restrictive,dog,,,False
subject-14,32,The girl will zip the coat,restrictive,coat,,,False
subject-14,33,The hiker will photograph the mountain,non-restrictive,mountain,,,False
subject-14,34,The girl will squeeze the mascara,non-restrictive,mascara,brush,0.6651,False
subject-14,35,The grandmother will eadturn the newspaper,non-restrictive,newspaper,tissue,0.4022,False
subject-14,36,The man will  move the wood,non-restrictive,wood,,,False
subject-14,37,The boy will touch the lamp,non-restrictive,lamp,,,False
subject-14,38,The girl will button the blouse,restrictive,blouse,,,False
subject-14,39,The baker will knead the dough,restrictive,dough,,,False
subject-14,40,The man will pick up the stamp,non-restrictive,stamp,,,False
subject-14,41,The girl will hold the scarf,non-restrictive,scarf,needle,0.4645,False
subject-14,42,The woman will open the book,non-restrictive,book,subject,0.062,False
subject-14,43,The woman will try the wine,non-restrictive,wine,,,False
subject-14,44,The woman will tie the apron,restrictive,apron,elsewhere,0.4058,False
subject-14,45,The woman will blow out the candle,restrictive,candle,package,0.1354,False
subject-14,46,The man will wipe the safe,non-restrictive,safe,,,False
subject-14,47,The boy will move the orange,non-restrictive,orange,subject,0.1136,False
subject-14,48,The woman will sew the shirt,restrictive,shirt,apple,0.0417,False
subject-14,49,The businessman will  forget the hat,non-restrictive,hat,folder,0.1996,False
subject-15,0,The boy will move the cake,non-restrictive,cake,subject,0.3138,False
subject-15,1,The grandmother will read the newspaper,restrictive,newspaper,,,False
subject-15,2,The kid will stack the lego,non-restrictive,lego,,,False
subject-15,3,The man will lock the safe,restrictive,safe,,,False
subject-15,4,The baby will ring the bell,restrictive,bell,,,False
subject-15,5,The boy will move the radio,non-restrictive,radio,,,False
subject-15,6,The woman will wash the shirt,non-restrictive,shirt,,,False
subject-15,7,The baker will inspect the dough,non-restrictive,dough,,,False
subject-15,8,The boy will feed the dog,non-restrictive,dog,,,False
subject-15,9,The child will carry the balloon,non-restrictive,balloon,,,False
subject-15,10,The chef will grate the carrot,restrictive,carrot,,,False
subject-15,11,The girl will vacuum the carpet,restrictive,carpet,,,False
subject-15,12,The boy will tie the shoelace,restrictive,shoelace,,,False
subject-15,13,The doctor will inject the child,restrictive,child,,,False
subject-15,14,The woman will carry the apron,non-restrictive,apron,,,False
subject-15,15,The man will paint the canvas,restrictive,canvas,,,False
subject-15,16,The man will watch the boat,non-restrictive,boat,,,False
subject-15,17,The housewife will  wash the mushrooms,non-restrictive,mushrooms,,,False
